Suggestion,Intent,Volume,CPC,PPC,Trend
bad 853abb64,0,7497752,14811015,0.856358030336,"[6870283, 7195241, 7434275, 5848211, 9810178, 6751571, 9259768, 7871550, 7286884, 4917278, 8746716, 7981070]"
bad 93879a3f,0,4398684,11564421,0.356606221606,"[2888716, 9882758, 209317, 1262757, 6162772, 1387422, 7393487, 989455, 4934309, 9280381, 6058514, 2334324]"
red herring 1cd21534,0,4231618,4881874,0.25969368843,"[158112, 7188437, 9043024, 6230243, 3246721, 172920, 5289190, 2529423, 5741383, 1938649, 3278913, 5962402]"
bad 6a8bd3ad,0,5139667,18238097,0.169275035593,"[7035608, 2679126, 8299493, 1027615, 1218755, 8109033, 4319459, 3900537, 8070899, 4195955, 6006566, 6812964]"
bad 15dfcc41,0,5035097,4362254,0.930974002488,"[1007913, 1070899, 9805274, 4386588, 5766924, 7716670, 8706618, 1206989, 9105536, 439438, 4616079, 6592236]"
bad 5611c262,0,5547422,13113286,0.466160326616,"[6964388, 7615214, 4715489, 1588902, 8764929, 1128884, 6150312, 9426907, 5019429, 384962, 8118540, 6691116]"
red herring 78a8270b,0,4727117,11414603,0.0945809497789,"[9494626, 467970, 2865982, 631328, 3496059, 473771, 1951079, 9671672, 8601481, 9280306, 1426001, 8365139]"
red herring 7a133b9c,0,5126887,8557384,0.00852518429254,"[7482551, 4644787, 4239514, 7678377, 572182, 9568726, 2084827, 2125870, 6620425, 7938969, 6949446, 1616971]"
bad 64783090,0,4826255,4589499,0.787035505066,"[370685, 5900695, 5578282, 8870962, 7600606, 5624661, 8562150, 1161137, 1463860, 3617434, 6203418, 2961181]"
red herring aa0d7492,0,5251753,15363810,0.46022467594,"[3108686, 4573423, 3191350, 8717495, 4486178, 4345754, 2127828, 3644763, 9750161, 1928700, 9837519, 7309187]"
bad 90e9230c,0,5728314,6206052,0.0724759170826,"[470615, 6218074, 8661743, 8273200, 9278274, 4739933, 5735996, 9837878, 5083232, 5676957, 1645370, 3118498]"
bad aeaa536,0,3874201,14844852,0.827511985501,"[4107029, 2517509, 8299592, 8393394, 2556659, 2809524, 817085, 6499613, 4897957, 130714, 2644144, 2817203]"
bad 4d652f63,0,6905455,1122226,0.780306555456,"[4940554, 7945201, 8847369, 5998102, 4266450, 9843510, 9212161, 7472649, 7852674, 9673062, 2548042, 4265688]"
red herring cb01c6aa,0,4494318,12005566,0.785269772803,"[2648168, 2767395, 424980, 6009484, 2954508, 6212509, 1881618, 9319202, 3912763, 2889678, 9120313, 5791204]"
bad 73913abe,0,5644080,9153006,0.166525040835,"[8560532, 6189963, 8715253, 6924735, 7506628, 2632804, 5195446, 5126325, 196593, 8106872, 8135927, 437887]"
bad 74b60a06,0,5407709,827386,0.0314685285381,"[5834314, 5694682, 358005, 3762971, 7317884, 1934678, 5653430, 8703038, 7273555, 2563444, 7421738, 8374773]"
red herring 2d153c95,0,3617068,18381778,0.972248612577,"[2024428, 9990199, 392157, 4527127, 1178354, 2544442, 1122108, 3648003, 9230609, 3735550, 1872026, 3139815]"
bad 3304495b,0,4949037,1207859,0.0495395108421,"[4921226, 9596230, 352204, 442970, 4223064, 8662702, 2619968, 7921342, 2456478, 9155503, 2266476, 6770292]"
bad 6792121e,0,5950344,17601933,0.138816063856,"[2170983, 8549223, 8994207, 8418214, 5738297, 5839574, 9741425, 7898085, 8175289, 1464683, 1625293, 2788865]"
bad 86ed377f,0,4993069,3180677,0.232706396477,"[7991320, 583623, 9454920, 5773621, 8959415, 6520983, 3416044, 753236, 8781841, 5444200, 39417, 2198213]"
bad 6470a34b,0,6399561,16996411,0.304886435592,"[5281926, 6440533, 4742844, 8336581, 5372568, 7061871, 2826891, 9574336, 7950657, 6403861, 4662575, 8140097]"
bad 4fc4e33d,0,3856355,2871061,0.43803749641,"[2766963, 6069903, 1952576, 3400227, 57490, 4379597, 9345374, 8920231, 4340120, 727019, 2668455, 1648313]"
red herring bc536f51,0,4627965,2041346,0.874186145978,"[7152320, 6440075, 863242, 3700733, 4498409, 4054482, 6495835, 2428335, 804537, 9129105, 6727117, 3241401]"
bad d8491be2,0,6257512,6112254,0.6202192594,"[5870106, 9730771, 3616479, 8777126, 6863178, 4005017, 9710141, 4627157, 3830657, 2308863, 6706383, 9044270]"
red herring b065c89d,0,4326934,5419443,0.35833437091,"[6117431, 955669, 4009364, 7347194, 3123447, 7698386, 5727565, 1055145, 9254640, 469006, 2807871, 3357498]"
bad a8dfb589,0,4320212,9060836,0.46467986527,"[3043150, 7463847, 114576, 583830, 3383608, 7963332, 3923322, 7956396, 5756987, 4448690, 2864473, 4340339]"
red herring b8456964,0,4420239,18185224,0.262591603592,"[66586, 7540060, 7996982, 2380309, 5659722, 1604834, 7949149, 978999, 2301392, 6304941, 6977559, 3282342]"
bad 2145cb31,0,4337520,4016015,0.0993670373024,"[7384696, 4393483, 3944887, 1629534, 2130825, 5785085, 2353604, 9752965, 773904, 4802899, 7412005, 1686353]"
bad 45f50e01,0,4535736,12446886,0.291556657382,"[9557098, 2396331, 6301407, 3427541, 6273603, 480607, 7615441, 1803441, 1351088, 7886259, 5709616, 1626400]"
bad 403b782b,0,4890683,14790344,0.600492383394,"[3267016, 4997087, 3477883, 6826751, 4374076, 7687166, 6638007, 1266293, 9676521, 4646061, 4432383, 1398963]"
bad 588d8666,0,6301015,10577526,0.192275580849,"[1440535, 7908206, 127223, 2476952, 3468354, 8291318, 9491981, 9422920, 7540954, 8137951, 7894846, 9410940]"
red herring 43786e1c,0,6647903,17858276,0.466796172494,"[9629129, 9386648, 4201271, 5087095, 5213309, 9779471, 7370217, 8566826, 4629123, 6407339, 6462765, 3041647]"
bad 2d7697ff,0,4609772,18730951,0.271679374525,"[2003123, 7803948, 6697972, 2483239, 1266163, 8929324, 3407976, 4002351, 2787191, 5347110, 3141554, 7447317]"
bad a7e0506a,0,4572995,19539952,0.92779928528,"[816501, 4787822, 3473472, 5556222, 5196002, 3922468, 5482410, 6010885, 5230432, 9900367, 4044865, 454502]"
red herring f78ab49d,0,4581423,3641987,0.0808080893061,"[3435396, 459541, 7827538, 8039724, 4599619, 7082736, 5593378, 779073, 2446805, 1007304, 9170039, 4535929]"
red herring 4fba7a51,0,4743933,7614743,0.553969149609,"[6801899, 8285848, 3004731, 3279317, 8692055, 1387509, 8637281, 1379867, 896623, 716311, 7689056, 6156708]"
red herring c1c109ef,0,4529471,2920106,0.936233865208,"[566148, 8210598, 1791913, 2573070, 5484470, 9311028, 4707279, 9894109, 4190149, 2326113, 1484131, 3814649]"
red herring 8080b6a4,0,3720945,18337966,0.878736011129,"[6460680, 3670044, 2415689, 5895078, 638463, 8724986, 1753479, 560912, 7638804, 1933017, 3940042, 1020150]"
bad c36cc01b,0,4170445,16733952,0.893374367604,"[782805, 2078025, 6869390, 9960743, 5858166, 7579113, 5724320, 4230535, 874764, 1395629, 3747646, 944211]"
red herring 26ed0ba2,0,5878329,11997250,0.765124945609,"[4359288, 8227974, 4590181, 6116736, 8486189, 6957669, 9666374, 3394949, 8902687, 1197928, 450944, 8189037]"
bad dcab1369,0,5149764,12264306,0.343959883586,"[2957743, 7086928, 974413, 540885, 3865725, 8227725, 3449196, 5820318, 9232369, 9498428, 8876888, 1266553]"
bad 928377b2,0,4303212,11089991,0.181526987032,"[5359691, 2552888, 6587017, 1323747, 2856288, 1422508, 5326816, 9196514, 7670962, 6445215, 1793036, 1103864]"
bad f568e4ec,0,5237479,9180174,0.974223636449,"[6874626, 1454851, 6445976, 1821996, 2792405, 7781378, 7563149, 6940145, 1646815, 1533780, 8527176, 9467451]"
bad 78deb318,0,3970420,9976249,0.937056995654,"[1972979, 4506045, 2268792, 8508419, 4397415, 1587060, 8663880, 2518049, 3010638, 7877963, 745142, 1588664]"
bad 351b85d9,0,4747728,6509379,0.0357523973989,"[4050420, 7589553, 1274986, 4401339, 9770183, 4592263, 5584253, 2751337, 1220902, 5906783, 1687134, 8143591]"
red herring d744a79b,0,4080697,9771123,0.0302463894084,"[3069566, 3603732, 9732662, 1053783, 96421, 2075468, 6714440, 1538173, 5439664, 3301641, 8763131, 3579688]"
bad ec48754a,0,6091050,3536269,0.330947845881,"[7074892, 8958389, 9092277, 2787627, 4269181, 8652450, 5109987, 5926883, 986912, 8914489, 3208653, 8110866]"
bad d7f9a641,0,4537799,4638902,0.758926147225,"[6287520, 3572475, 2746416, 9600728, 6760460, 6584320, 8315726, 1509147, 2749437, 3519516, 1918945, 888901]"
bad 44a93247,0,5281655,11922185,0.200746016714,"[3950165, 3017366, 9484834, 6158581, 7615379, 3372370, 9186732, 6389289, 1924561, 4705695, 5316940, 2257952]"
red herring a75d79db,0,4117250,8101401,0.462284887971,"[4057865, 2951746, 7648964, 4389575, 1300798, 475348, 5106640, 76748, 353358, 9246000, 6625002, 7174957]"
bad cda403e,0,3865506,5005075,0.379963759889,"[3370570, 4801989, 9448642, 672291, 142866, 4052063, 6692283, 1225589, 628084, 6239926, 8794431, 317340]"
red herring 81a5ed92,0,5332762,8144584,0.135091826371,"[4980548, 9810283, 6029217, 9165953, 440986, 8582613, 8899416, 132081, 443329, 6063456, 3442816, 6002451]"
bad 6b088266,0,4221925,473086,0.608915167336,"[5303520, 3187929, 7400461, 4553853, 3636652, 3827760, 649913, 229906, 5208522, 3848201, 4077218, 8739165]"
red herring 1e703c29,0,5215207,15446586,0.0695114111848,"[1692804, 5974439, 9348740, 434007, 6644755, 7132652, 183926, 6204159, 7080524, 9190514, 7185540, 1510430]"
bad 624b04af,0,5069891,649182,0.652432830778,"[5300907, 3084173, 5967101, 6806873, 225060, 7565102, 6608416, 6980115, 2495496, 3694567, 2278807, 9832085]"
bad 6254fa2b,0,5019888,8357980,0.784658418757,"[5127796, 5061602, 4138640, 754082, 6462218, 9859635, 967311, 3290630, 8231291, 5872500, 7467178, 3005781]"
red herring acdf60a4,0,5269299,14786149,0.554274656648,"[8159794, 4865490, 6514531, 7585232, 3026002, 8873167, 9957075, 4262604, 2662077, 1806098, 2959247, 2560280]"
red herring 8f4c4502,0,5657732,16105697,0.172302693021,"[9756349, 866630, 5463828, 2283429, 9591765, 2317512, 8949512, 6212658, 894672, 8396562, 6447088, 6712786]"
red herring 96117b4c,0,4529263,13501937,0.455039647255,"[6550120, 454375, 2946699, 8351277, 9068343, 971569, 6408137, 2626480, 8671223, 1118113, 1496911, 5687914]"
red herring 62b89616,0,3653918,12391368,0.239247904973,"[297332, 1073315, 2505900, 1367260, 157259, 4929278, 9840194, 554525, 6776636, 9597109, 1210530, 5537679]"
red herring f950b7ee,0,4712904,17335228,0.662655850775,"[8940941, 1051227, 3821593, 6563903, 4576280, 2075795, 6566669, 6970851, 730701, 1874594, 5379402, 8002900]"
bad 3d8fe194,0,5530666,2569959,0.53316940404,"[3822456, 5056023, 6534616, 7813825, 4763169, 1268850, 7836942, 7480111, 9077144, 9607439, 1363858, 1743566]"
red herring be8de9b1,0,3849819,11991822,0.0550896034764,"[3149490, 3351714, 7399318, 2446157, 124018, 4526229, 393772, 4110514, 8310304, 3865141, 7125620, 1395561]"
bad 5b12b1f9,0,3706939,1046043,0.179636607885,"[73871, 5802022, 2182957, 4492003, 8244927, 3172849, 2646497, 1367667, 5000055, 136811, 2917827, 8445788]"
bad 5870ecd1,0,4748474,13810810,0.31957458891,"[3173465, 4225496, 1390552, 7203235, 6660061, 2235346, 2676858, 7024405, 7459584, 4125454, 5658310, 5148933]"
red herring 9884ceb1,0,3728900,15188830,0.656568646267,"[2968458, 2580630, 5252717, 9078110, 882825, 3168876, 7451954, 2076306, 2314613, 36045, 7433718, 1502550]"
bad 76f52bf0,0,5694919,9187511,0.851055102885,"[8564551, 8865996, 3916056, 7386822, 1375987, 9856898, 4403395, 2935963, 4070487, 6484468, 2648330, 7830075]"
red herring f4d295e,0,5556679,8612429,0.871286365226,"[313033, 9479383, 4904461, 9712534, 5959704, 2567486, 2738756, 5900690, 3104285, 7571905, 7204669, 7223244]"
red herring c094f3a6,0,3951195,9468630,0.930298036465,"[6478799, 2677952, 940079, 6413809, 7141546, 1031009, 2766824, 5004540, 633132, 3124158, 8850345, 2352149]"
bad 63043aba,0,3131352,11273309,0.484476391967,"[3876408, 7758937, 1115709, 5664105, 2217608, 2274819, 1763616, 896207, 2113794, 4578046, 498341, 4818643]"
red herring c146c0aa,0,5484581,12043125,0.0536706726515,"[1021423, 6241983, 8497579, 3848838, 7686802, 8916927, 9483721, 2368624, 4789440, 754951, 2767010, 9437682]"
bad 71e9a141,0,3769253,2398210,0.0374019604044,"[8676200, 924107, 300238, 1675863, 2925005, 373478, 6718491, 8281070, 2233568, 2804751, 3632198, 6686070]"
red herring 97c87042,0,5343933,12279578,0.721053208249,"[1310574, 9065753, 6634823, 5892141, 6673832, 1939658, 4643155, 7079645, 3198177, 5277600, 7767330, 4644518]"
red herring e9a3dc5e,0,3934962,18908910,0.67547060244,"[3234330, 6198369, 2215411, 568340, 2681846, 181521, 5642242, 2144561, 5893410, 7864675, 5539140, 5055709]"
bad 2fe974f5,0,4938186,9795406,0.80536372704,"[4689936, 5656286, 2400157, 6004328, 3620768, 9765818, 9891635, 2002316, 6394774, 5175171, 1089822, 2567226]"
red herring 2b3ab79f,0,5666109,11596835,0.508307461135,"[6832942, 5178045, 4447511, 6365494, 4068845, 238763, 5201227, 6014354, 6809718, 9610417, 6587727, 6638266]"
bad 13821c6b,0,5641732,16160718,0.83960316955,"[8521914, 5593524, 7744658, 7372671, 1145845, 5408436, 4228459, 7225628, 9400716, 4084601, 5607092, 1367249]"
bad a7f24f97,0,4773077,4579114,0.952191255397,"[9421064, 886261, 8315393, 3464328, 5087323, 2074419, 88832, 6759338, 8718542, 616123, 7083702, 4761603]"
bad c0625e86,0,3562861,9777202,0.0422643996532,"[1372894, 2288453, 6020611, 1511991, 9760984, 8086247, 3907859, 1977912, 2786098, 1806929, 1783114, 1451249]"
red herring bb7ad79c,0,3488288,13111498,0.0559210162819,"[6823649, 4381267, 2928483, 177971, 4072081, 7601505, 39321, 1173006, 176829, 3124880, 7147582, 4212884]"
red herring d745a638,0,5490484,1510808,0.927852982601,"[2613902, 6451507, 9221268, 5635027, 468300, 6625829, 9955928, 1081349, 7638375, 6979598, 1526397, 7688339]"
bad 28a7f1ea,0,3421608,1419367,0.782245969657,"[3995525, 3333527, 1783817, 2420236, 6696971, 3456032, 2278185, 4176032, 675801, 835982, 9353570, 2053621]"
bad 8ac344d5,0,5589323,10040489,0.585799231853,"[4551387, 5771262, 4347984, 6208585, 7001600, 1350784, 8460862, 7708288, 8051026, 1001390, 3586909, 9031803]"
red herring 5f8da721,0,4784888,9833828,0.651710248317,"[5976623, 1089193, 6089685, 2452234, 4918555, 6965245, 6822158, 1585428, 9960657, 4991875, 3222534, 3344473]"
red herring b22ac489,0,4664350,7361066,0.13532373831,"[2142649, 7696387, 832243, 8180356, 3447266, 9236522, 2781562, 4061978, 8383817, 4499550, 2110026, 2599846]"
red herring adf7a543,0,5660100,2336738,0.2121074107,"[999851, 2295103, 7821374, 6430231, 1708781, 9519727, 9208383, 6803306, 6408950, 4980952, 7146311, 4598237]"
red herring 7ff28c0e,0,4658299,14194566,0.0440091711975,"[6471730, 3393017, 4416338, 2650942, 8879646, 2254034, 7121675, 883118, 4937424, 6073588, 842200, 7975887]"
red herring 5a28207d,0,4917881,14196270,0.916650011617,"[2905474, 9658935, 7013986, 2659858, 3024847, 1275211, 2692858, 6396796, 7503042, 4705841, 8355934, 2821794]"
bad 123af3b3,0,4208878,5538144,0.478834515877,"[1293011, 4693544, 1403976, 9586304, 967809, 2641533, 2518694, 986834, 6315123, 7106820, 7952372, 5040516]"
bad 3cadd0f8,0,5546616,11493093,0.271488810491,"[216275, 7460007, 9893880, 3482481, 5697370, 9441234, 7144617, 900085, 8755811, 6094797, 5962813, 1510025]"
bad d0a7e756,0,3884762,11247162,0.563405051979,"[7889886, 303818, 3527378, 64960, 336979, 9009360, 8950097, 848522, 6526808, 4567686, 3979225, 612425]"
red herring 523ed6ab,0,5090413,14869826,0.318554604976,"[7805113, 5044012, 7603812, 4067851, 511778, 7608810, 1202847, 3637488, 9098155, 4196839, 8366736, 1941523]"
bad 8f060ac3,0,4073320,6263462,0.401675491737,"[8237994, 7521509, 261508, 7456316, 9235124, 3231511, 2052659, 5678887, 1126115, 1108899, 1221143, 1748175]"
bad 4d407f2f,0,5571192,18473880,0.520909831067,"[5130586, 9214865, 6116990, 1311450, 3589892, 1368428, 6498564, 8648525, 8763313, 7214507, 4807270, 4189919]"
bad c65b24fc,0,4988835,5939634,0.922595909392,"[9888797, 2670594, 4469292, 9513463, 4959669, 5054768, 2456905, 1183119, 5195875, 623592, 7307979, 6541978]"
bad c455b50a,0,5813195,4475656,0.198763705628,"[5001134, 6266533, 9051915, 3330885, 3433149, 5479526, 9505034, 8779837, 975574, 2831425, 9575518, 5527814]"
red herring e31317db,0,5251363,11304328,0.246920104707,"[2856953, 6481603, 2218051, 6036938, 7848031, 4255044, 6255040, 474694, 3446551, 8069616, 7595332, 7478508]"
red herring 8920ca39,0,4729088,9074907,0.707263187737,"[9911916, 9320099, 500404, 4935744, 7611531, 5857073, 2518197, 6822694, 673036, 7176589, 1250213, 171562]"
red herring 5226b9cf,0,4118703,15912513,0.598973637395,"[885197, 6749726, 6333095, 7185044, 1974070, 2589353, 421096, 197875, 5214186, 8479402, 1605530, 7789866]"
red herring 426d3740,0,5084337,10488185,0.367117726113,"[2965615, 614733, 6292390, 4051751, 1156106, 7613653, 9463316, 8429222, 5639601, 8138981, 3796405, 2850273]"
red herring b76e443e,0,6000821,5309439,0.761751267279,"[636401, 6275505, 6345181, 371730, 9166758, 4442469, 7936735, 6879845, 8703408, 8988110, 6528686, 5735027]"
bad 9967ecac,0,6840246,6924738,0.920814207291,"[9721021, 3519558, 8954876, 4403102, 2057148, 4281685, 7824338, 9921102, 8862820, 7964662, 8972370, 5600276]"
bad 6f91548c,0,5213036,18713717,0.268761998103,"[1930765, 2186317, 9916084, 6793585, 6738350, 4842887, 1654889, 1378837, 3174997, 9555624, 6549891, 7834208]"
red herring 8f8a24f7,0,4668675,11074421,0.435608013791,"[2615668, 5453224, 5515347, 2673058, 2224007, 6562285, 6653764, 52327, 4248080, 9599634, 5797737, 4628975]"
bad ea0d627a,0,6981454,18920584,0.473810463061,"[9731441, 8794666, 7413617, 5272366, 8448660, 4747653, 4410751, 6338413, 7225130, 3520527, 8280980, 9593255]"
bad 8a856774,0,5746133,2517893,0.693256746608,"[9113481, 2900262, 9703822, 1893097, 501362, 5563729, 9125917, 7861951, 8735490, 5031021, 3891394, 4632076]"
bad a41d7354,0,5277237,2175214,0.668114670727,"[8870239, 4044823, 1870916, 5658528, 2579392, 2432761, 9119352, 7097229, 1244869, 6340540, 6225896, 7842310]"
red herring 7a8dde1c,0,3569945,19674024,0.408208144511,"[2523121, 1172376, 3032036, 1638399, 3690891, 5116056, 6116510, 2478973, 5909046, 244212, 9614630, 1303097]"
bad 2149462,0,4948514,2486073,0.450549887246,"[6638278, 1432035, 5731390, 8589128, 2889661, 2639482, 7301699, 3952614, 3757379, 8010698, 570353, 7869461]"
red herring a6bb57d3,0,5194379,4528729,0.330314221605,"[749990, 6011186, 2265155, 2098066, 9078723, 6813231, 7532899, 6764852, 1446070, 7712632, 4585263, 7274483]"
red herring 3af63217,0,5989404,10421747,0.878176451777,"[4668437, 5878374, 7652727, 8813576, 6051332, 9209095, 271193, 1010261, 6753270, 9441806, 3574182, 8548599]"
red herring cae4f05d,0,4276151,15706963,0.724210576388,"[1865480, 6929265, 700710, 6690830, 1314299, 5591283, 9241443, 8482182, 60052, 6872042, 2895393, 670836]"
red herring db901b8c,0,6591805,11562158,0.428284988034,"[2483779, 7923438, 7616298, 1678322, 9221735, 7424146, 6233209, 7203944, 5183501, 8844792, 9779135, 5509364]"
red herring 5a1942f9,0,5003936,13579041,0.469076099354,"[6686410, 9105644, 6621281, 3840894, 3628591, 3463824, 9181648, 633086, 1490341, 2148389, 4763359, 8483775]"
red herring cbca1682,0,4552713,1821022,0.984282698614,"[4560045, 3678880, 8661823, 3799604, 8526001, 1183928, 7753119, 7490488, 5203646, 1346852, 448695, 1979479]"
bad dbc87b6c,0,4793468,1770164,0.870572399315,"[4065947, 9092394, 4672397, 3804682, 9265757, 317880, 1398623, 1231458, 2797886, 7409175, 7589867, 5875560]"
bad bfb8f8a6,0,3675436,13645405,0.960341552421,"[699090, 4507875, 7424026, 6816741, 4332333, 1283270, 324269, 3922061, 6491658, 1166121, 6416788, 721000]"
bad 7072629e,0,4932943,15895745,0.889131174655,"[4913640, 3804143, 6004084, 5063353, 1563378, 2782450, 7868335, 7780647, 5766629, 2939035, 1513019, 9196611]"
bad 1892b5de,0,5961975,9175585,0.442847987706,"[3728026, 9825923, 9243687, 89331, 8086524, 9420752, 9332379, 6631334, 4936286, 434028, 2041991, 7773443]"
red herring 4ab80e11,0,6225875,11731738,0.5355807263,"[6229587, 5065737, 9671801, 7098723, 7426391, 3707466, 4790957, 7440628, 2407608, 3190017, 9599399, 8082195]"
bad 4aabae51,0,4465755,1307491,0.885387233758,"[3816630, 8035964, 7053333, 280743, 6126585, 1221057, 2855236, 7883189, 259272, 1158504, 5838576, 9059980]"
red herring 8faeed6f,0,6386847,2312188,0.216430419776,"[6089286, 4313975, 6843174, 461655, 9702012, 4456683, 6616415, 9693781, 5207316, 8065534, 6084845, 9107498]"
bad bed7c03d,0,4137482,19806094,0.752344127493,"[1094777, 3213301, 4664590, 6239953, 6251694, 3925259, 6114254, 1100800, 4888127, 6211974, 3257610, 2687454]"
red herring 83fd457e,0,3933156,19418858,0.27538070209,"[2242566, 450851, 2048915, 8055350, 1499500, 4123065, 4237340, 3465156, 8504224, 1698329, 2499773, 8372803]"
red herring c9d2567e,0,5008144,8712822,0.972287474495,"[1793127, 8000007, 2994301, 1823897, 6294164, 4811385, 3632935, 7537657, 4224014, 4828844, 5270899, 8886506]"
red herring 86894170,0,5320443,16041493,0.665573926588,"[5443358, 1263842, 7507989, 3726535, 1776275, 6170106, 5536338, 7664841, 9937564, 6673625, 8136839, 8013]"
red herring 6f61e202,0,6728327,7930145,0.013668895893,"[6251405, 9971157, 9605444, 2760342, 4638734, 9727333, 20392, 8652981, 4977470, 8502876, 6379429, 9252370]"
red herring cf88613a,0,5200621,2730999,0.812129306896,"[530940, 9152277, 989439, 7049052, 6762506, 5434694, 8267336, 1325746, 1528615, 9901577, 3783085, 7682187]"
red herring 1cc5a359,0,5769056,4055350,0.624518544567,"[5594438, 2309124, 2814348, 5760474, 4334310, 6751213, 7711410, 4117425, 9636253, 9065731, 5604453, 5529501]"
bad bc24e2ce,0,4266183,3611337,0.242344963409,"[3642563, 6723428, 3429074, 336650, 2581443, 6516877, 1104015, 1384969, 7770146, 677921, 9713286, 7313827]"
bad daf19823,0,5275439,2429389,0.722431025633,"[9677905, 1722163, 6314297, 6306860, 478056, 5349208, 7464671, 4903736, 6332658, 4586567, 8229966, 1939184]"
red herring 86b520db,0,4155718,11084937,0.138677796137,"[5529037, 5364562, 1091556, 8119625, 9006162, 1283142, 6343311, 548031, 322185, 3293291, 3754893, 5212823]"
red herring c436b28,0,4141181,15538542,0.316489541001,"[9446392, 4893421, 3890895, 563879, 1354590, 3243517, 8718910, 950146, 865871, 5632765, 9107904, 1025882]"
red herring 88cf8f2c,0,4782728,14562667,0.0594310249728,"[3416053, 7923454, 4433538, 6300886, 2401257, 4592601, 2714641, 3080630, 5747282, 4851890, 9652980, 2277530]"
red herring 51a0f909,0,4050281,18828933,0.461054475671,"[6455704, 4073535, 678327, 2138289, 5851089, 7324929, 4504921, 6622827, 3512821, 3090896, 1646776, 2703261]"
bad 18c0fc9c,0,6258212,1560911,0.393891086717,"[905715, 1248422, 6280110, 8371780, 5379537, 8058790, 9827474, 6447729, 9038784, 5794943, 7114517, 6630753]"
red herring a102b4b4,0,4801202,7863928,0.409235990489,"[6705462, 4146806, 8872854, 3322496, 4372587, 6627521, 1651434, 5037525, 5499522, 2520321, 2702880, 6155016]"
bad faa5bcc9,0,4684826,13695728,0.248002035496,"[7615239, 7604059, 6043432, 80890, 4057646, 4200220, 451468, 7124778, 2762841, 5190125, 1485250, 9601968]"
bad da0ea2a8,0,5895277,13526345,0.521786401407,"[9993601, 8799799, 2399173, 3569775, 1936555, 9418813, 8424134, 7956479, 6833070, 1167747, 4826616, 5417573]"
red herring 67983d4a,0,5115677,14649837,0.985084180821,"[276302, 290302, 1241534, 5650576, 7847205, 5831726, 9634736, 3894166, 6300878, 7907793, 7233378, 5279534]"
red herring 8121b12a,0,5138773,8757719,0.806028020356,"[3646458, 7172799, 1571831, 3813990, 4881494, 5661940, 8139811, 3725567, 2579056, 9886739, 2744386, 7841213]"
bad e1e78f17,0,4212890,9899122,0.944215422144,"[4536367, 6064166, 9054250, 1575789, 5316467, 3770709, 1146450, 6252198, 3422256, 6024988, 1872877, 1518174]"
bad 790405cb,0,4869382,12407468,0.291640578825,"[656209, 5488219, 564846, 5206185, 5702565, 6780983, 8882544, 6645766, 9230398, 516472, 5837980, 2920427]"
bad becb1dd0,0,4432034,75686,0.832416007132,"[8290464, 2772448, 6140638, 586425, 9363667, 5567427, 8624860, 3421454, 2276013, 3315976, 368437, 2456599]"
red herring fe1f5898,0,3507320,19389535,0.0280199492337,"[1334577, 5581925, 3462201, 1773512, 3154209, 5129182, 7956244, 221509, 323458, 2068146, 5963368, 5119514]"
bad e225731b,0,5142720,10809219,0.532563675478,"[3631007, 5773000, 4672994, 3646136, 9560889, 3827653, 8954343, 4892355, 4092032, 7984, 8838596, 3815659]"
bad a8cb2429,0,4497254,14407018,0.311144806895,"[1390130, 2400796, 763877, 5324331, 6913152, 4706630, 3199448, 8936364, 4263318, 1045706, 6376140, 8647157]"
bad ba5248,0,4458784,5861692,0.176380696444,"[751765, 1436113, 4529250, 8187067, 1599999, 882900, 3243307, 5729012, 8919163, 3572833, 9543860, 5110147]"
bad 73e5227,0,5384283,19782121,0.943645779422,"[7264951, 2761826, 4447228, 5831373, 3394116, 9695081, 8677081, 2081609, 9278987, 7204464, 889644, 3085046]"
red herring c03fd63c,0,5188160,5105580,0.0154488198368,"[7950911, 2036761, 9109818, 5132005, 2789305, 3878051, 5212718, 2163852, 9147196, 4097762, 6354256, 4385294]"
red herring bd835660,0,4820693,7899040,0.510464365208,"[9556804, 965836, 1377737, 1851095, 1268120, 5936555, 6105209, 5095045, 9777912, 2202208, 5888318, 7823481]"
red herring b7cee20c,0,4894495,18538890,0.233834891554,"[8643785, 2674030, 9305722, 2088908, 2133347, 6987320, 6252890, 3616805, 7204455, 1185262, 8301909, 339518]"
bad e84be2c7,0,6378814,15522206,0.255634839457,"[1007834, 7228001, 9496317, 2976631, 6914047, 4371716, 8406004, 8932377, 8089149, 2182554, 9222615, 7718529]"
red herring 35525d54,0,5672851,8235028,0.053464044424,"[8995694, 7907792, 1428625, 9042285, 8209322, 3745331, 1352371, 7639649, 6279639, 6029077, 997325, 6447107]"
bad 71816bfc,0,5460381,9840814,0.678896053741,"[7937657, 3630556, 5102516, 8985012, 7284948, 8155459, 4278176, 1890154, 3734159, 9331920, 3689242, 1504778]"
red herring 51b0bf53,0,5070235,19743804,0.451252224469,"[8048271, 6306560, 8908440, 3803865, 1695446, 5302496, 2621332, 749460, 6096411, 5213377, 4096811, 8000356]"
bad 3718fbe1,0,4531160,4627849,0.207276158016,"[7225720, 1574042, 2349560, 5693505, 1479082, 427266, 5169874, 3176672, 6452343, 9768305, 6571691, 4485867]"
red herring 797f66ef,0,5052401,12863642,0.748476539478,"[4625776, 3356869, 1943099, 2661768, 2556377, 5927454, 8881173, 4897154, 9093637, 2710699, 6683347, 7291461]"
